Kategori,Pesan,Cleaned
ham,"Alhamdullilah sudah beres semua :)  Bagi yang mau keluar dari group dipersilahkan, tapi silahkan juga kalau ada yg mau memanfaatkan group ini untuk diskusi dengan topik terkait untuk skripsi/gemastik/kerjaan.",alhamdullilah beres group dipersilahkan silahkan yg memanfaatkan group diskusi topik terkait skripsigemastikkerjaan
ham,"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",ayam aja paket isinya ap aja
spam,"MEGA PRIMA TAMA PROMO DISCON 20-50% Blackberry dacota rp. 2.700.000 onyx 2 rp. 1,8 iphon,ipad Laptop, Camera, DLL INFO www.megaprimatama.com PIN BB 2A9EA404",mega prima tama promo discon blackberry dacota rp onyx rp iphonipad laptop camera dll info wwwmegaprimatamacom pin bb aea
spam,Dapatkan E-TICKET Promo untuk penerbangan DOMESTIK & INTERNASIONAL melalui Via Online mudah & aman. Hub ; 085285485509 klick. www.mhegatravel.com,dapatkan eticket promo penerbangan domestik internasional via online mudah aman hub klick wwwmhegatravelcom
spam,"KHUSUS buat kamu. PAKET internet hanya 10ribu dgn kuota 1.5GB selama 30hr, berlaku 24Jam di Jaringan tercepat Indosat. Balas SMS ini ketik YA ke 919 sd 22 Mei 15",khusus paket internet ribu dgn kuota gb hr berlaku jam jaringan tercepat indosat balas sms ketik ya sd mei
ham,Aku depan pasca skrng,pasca skrng
ham,Guys aku gabawa beras yaaa. Abis dr pasar beli itu berat bgt. Yg bisa bawa beras lebih mohon dilebihkan hehe,guys gabawa beras yaaa abis dr pasar beli berat bgt yg bawa beras mohon dilebihkan hehe
ham,Besok siang ya jam 2,besok siang ya jam
spam,"NASABAH Yth, Anda Di Minta Menghub BRI Prihal Tabugan Anda dapat Cek Rp.27jt dri BRI dgn KODE CEK: 02599875 INFO Klik: www.callcenterbankbri.blogspot.co.id",nasabah yth menghub bri prihal tabugan cek rpjt dri bri dgn kode cek info klik wwwcallcenterbankbriblogspotcoid
ham,"Wooh ada yg mau nikah lagi, udah lulus langsung diiket",wooh yg nikah udah lulus langsung diiket
ham,Besok yuk dua jam bih dari jam 4-6,besok yuk jam bih jam
ham,Abis maghrib yaa,abis maghrib yaa
spam,PESAN RESMI DR TRI-CARE INDONESIA 2016 selamat No.anda mendptkn hadiah dgn No.PIN pemenang;47BL759 U/imfo silahkan kunjungi; www.bima3care2016.jimdo.com,pesan resmi dr tricare indonesia selamat noanda mendptkn hadiah dgn nopin pemenangbl uimfo silahkan kunjungi wwwbimacarejimdocom
ham,"Assalamu'alaikum, nama1 mau minta bantuan.",assalamualaikum nama bantuan
ham,Yang sinonim bukan?,sinonim
ham,"Eh gatau, td Bagus yang nanyain",eh gatau td bagus nanyain
ham,Jd mau kpnnnih? Kekantor ambil form. Balik lg ngasih laporan atau sekaligus. Jd di laporan ga ada lampiran,jd kpnnnih kekantor ambil form lg ngasih laporan jd laporan ga lampiran
spam,pesan resmi dari PT.TRI CARE indonesia selamat SimCARD anda mendapatkan hadiah senilai 100 juta jatuh ke pemenang (lV) kode pin ijh76k79 silahkan cek di www.pt-tricare.com,pesan resmi pttri care indonesia selamat simcard hadiah senilai juta jatuh pemenang lv kode pin ijhk silahkan cek wwwpttricarecom
ham,"Yg butuh kosan perbulan bisa langsung ditempatin. Lokasi di gang samping gokana setiabudi, khusus cewe jam bebas, bersih, fasilitas kasur sama lemari kunci pegang masing2. Harga 725/bulan. Bisa hub ####  id line: titaniadbl",yg butuh kosan perbulan langsung ditempatin lokasi gang samping gokana setiabudi khusus cewe jam bebas bersih fasilitas kasur lemari kunci pegang harga hub id line titaniadbl
ham,Eh aku instances deh. Diload ga bs ,eh instances deh diload ga bs
spam,"PUAS Internetan, Chatting, Facebook dan nonton Video selama 30 hari hingga 1.5 GB Cuma Rp 30ribu. Beli paket di *100*1#",puas internetan chatting facebook nonton video gb rp ribu beli paket
ham,Semoga Allah bersama kita Semua.,semoga allah
ham,Ouhhh trs ngedeteksi apa dil? Output nya apa?,ouhhh trs ngedeteksi dil output nya
spam,"Artha Cell diskon Brg elektronik BB Dakota 3 juta BB Onyx3 2,8 jt Camera DLL HUB Sms ke : 085335875777 Pin BB 28BDDF4D www.arthajaya-cell.blogspot.com",artha cell diskon brg elektronik bb dakota juta bb onyx jt camera dll hub sms pin bb bddfd wwwarthajayacellblogspotcom
ham,Boleh nitip coklat ke alhuda?,nitip coklat alhuda
ham,"sok saya bebas gmna kalian, bsok hayu , jumat oke",sok bebas gmna bsok hayu jumat oke
ham,Tunggu aja dulu di lobi bawah kalo saya belum datang ya...,tunggu aja lobi kalo ya
spam,Dapatkan e-Tiket Murah & Promo Untuk Penerbangan Domestic & International BOOKING ONLINE Info Hub: 085216181177 www.surya-travel.jimdo.com,dapatkan etiket murah promo penerbangan domestic international booking online info hub wwwsuryatraveljimdocom
ham,itu yang tugas pentaho langsung presentasi di pentaho nya ?,tugas pentaho langsung presentasi pentaho nya
ham,"Plg yth, paket 10 MB 1 hari Anda telah berakhir. Selanjutnya akan dikenakan tarif non paket.Aktifkan kembali paket Flash Anda di *363#",plg yth paket mb dikenakan tarif non paketaktifkan paket flash
ham,"Aku kumpul pon dulu dy, kalo haris kerjanya dari sore mo pacaran dulu dy",kumpul pon dy kalo haris kerjanya sore mo pacaran dy
ham,Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,assalamualaikum wr wb daftar penguji pla tahap
ham,"gak. saya sih percaya aja, dosa tanggung sendiri hehe. Nilai mobprog sudah selesai, silahkan dicek.",gak sih percaya aja dosa tanggung hehe nilai mobprog selesai silahkan dicek
spam,"Pelanggan yth,saya REZKY operator TRI, telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo, selamat no Tri anda menang undian dr pesta akhir tahun TRI Pin pemenang (2547afr) Info klik; www.bonus-tri75.blogspot.com",pelanggan ythsaya rezky operator tri menghubungi tersambung informasi sms hadiahnya jatuh tempo selamat no tri menang undian dr pesta tri pin pemenang afr info klik wwwbonustriblogspotcom
spam,"Toko bagus phone promo diskon 50% blackberry:Dakota Rp.2,8jt torchRp 2jt Gemini 900rb info/sms/pin 282F4C55 085776973349 WWW.TOKOBAGUSPHONE.COM",toko bagus phone promo diskon blackberrydakota rpjt torchrp jt gemini rb infosmspin fc wwwtokobagusphonecom
spam,"GRATIS nelpon kemana saja, ke semua operator! Cukup beli Internet Harian 100MB seharga Rp1500. Balas SMS ini dgn ketik JS utk membeli. N092",gratis nelpon kemana operator beli internet harian mb seharga rp balas sms dgn ketik js utk membeli n
spam,INDOSATpoin Plus-plus 2013 SELAMAT SimCard +6281571xxxx Resmi Terpilih M-dpt HADIAH Pin-b89c7h9-di Sahkan Oleh PT.INDOSAT info klik www.infoindosatpoin.webs.com,indosatpoin plusplus selamat simcard xxxx resmi terpilih mdpt hadiah pinbchdi sahkan ptindosat info klik wwwinfoindosatpoinwebscom
spam,"Anda tlh menukarkan poin 95 poin, Tukarkan terus poinnya siapa tahu anda pemenang hadih LG G3 32gb, pemenang adalah yang menukarkan poin tertinggi s/d 30 November 15",tlh menukarkan poin poin tukarkan poinnya pemenang hadih lg g gb pemenang menukarkan poin tertinggi sd november
ham,Terimakasih telah melakukan pengisian ulang dgn SN 41000795569091 senilai 20000.,terimakasih pengisian ulang dgn sn senilai
spam,Transfernya ke BRI aja A/n ANGGA PRASTIA No Rek 1172-01-002218-502,transfernya bri aja an angga prastia no rek
spam,Jalani ibadah Haji dg nyaman tnpa prlu ganti kartu lokal.Nikmati GRATIS 2menit/hr trima telp dr IndosatOoredoo&Internet UNLIMITED Rp30Rb/hari.Info: *122*1# PAI3,jalani ibadah haji dg nyaman tnpa prlu ganti kartu lokalnikmati gratis menithr trima telp dr indosatooredoointernet unlimited rprbhariinfo pai
spam,Anda mempunyai 3 pesan suara dari 083139195872; untuk mendengarkan pesan suara anda silahkan tekan *886*10000*083139195872# tekan OK/YA. Bebas biaya. Terima kasih,pesan suara mendengarkan pesan suara silahkan tekan tekan okya bebas biaya terima kasih
spam,Segera aktivasi rekening BTPN Wow! anda. Ketik *247# tekan Yes / Call lalu buat PIN rahasia Anda. Info lengkap hub. 1500300,aktivasi rekening btpn wow ketik tekan yes call pin rahasia info lengkap hub
ham,Ya ampuun pak jendral wk,ya ampuun jendral wk
spam,Dapatkan GRATIS Wendy's Crispy Chicken Sandwich dengan minimal pembelian Rp.100.000. Tukarkan SMS ini di Wendy's terdekat! Persediaan terbatas. Promo *606#,dapatkan gratis wendys crispy chicken sandwich minimal pembelian rp tukarkan sms wendys terdekat persediaan terbatas promo
ham,Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,jg rumah lg ga gara kulkas rusak suka nyetok sayur
ham,Maaf kaprodi kita itu siapa yah hehe,maaf kaprodi yah hehe
ham,"iya, makanya aku butuh data kalian teh soalnya datanya dari sana. tapi harus ada RJ atau RD.",iya butuh data teh datanya rj rd
ham,Okeee kalau telor butuhnya segimana? ,okeee telor butuhnya segimana
ham,"oh, kelurahan dll dari data_pasien ternyata. butuh oge.",oh kelurahan dll datapasien butuh oge
spam,Layanan VIP GAMES Rp3300/sms 4x/mgg sdh diperpanjang.Nikmati layanan disini:http://live.vipgames.me/?sid=40186483 stop? *123*66#. CS:02152971540,layanan vip games rpsms xmgg sdh diperpanjangnikmati layanan disinihttplivevipgamesmesid stop cs
ham,Mohon maaf lahir dan batin ipa3😚😚,mohon maaf lahir batin ipa😚😚
ham,"Oke nama1, nanti udah beres bimbingan aku kesana",oke nama udah beres bimbingan kesana
ham,"Cobaan itu teh dy, kadang cewe mah overthink dan overreact",cobaan teh dy kadang cewe mah overthink overreact
spam,Ini no rekeningnya BRI.A/n.A.SRI NARTI NO.rek.2219-01-001948-50-7.,no rekeningnya brianasri narti norek
spam,Surat keputusan dari tri care indonesia no.XV\2016 pin pemenang anda 67YTG44 terpilih mendapatkan cek sebesar 45jt info kunjungi www.my-tri8.webnode.com,surat keputusan tri care indonesia noxv pin pemenang ytg terpilih cek jt info kunjungi wwwmytriwebnodecom
ham,"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",info plaassalambagi yg ambil mk pla wajib kumpul haritgl kamis agustus wibbagenda pembekalan penjelasan platempat gdg jica lt rsdemikian informasinyharap diperhatikan d disebarkan
spam,Surat_keputusan dari tricare indonesia NO XV/2015 Pin pemenang 8JF2177 mendapatkan 1TOYOTA YARIS U/info Kunjungi www.tri-2015.webnode.com atau blogspot.com,suratkeputusan tricare indonesia no xv pin pemenang jf toyota yaris uinfo kunjungi wwwtriwebnodecom blogspotcom
spam,Jika anda butuh ANGKA jitu GAIB 2D_3D_4D_SGP Yang dijamin 99% tembus. Silahkan SMS 085337807887 MASTERTOGEL,butuh angka jitu gaib dddsgp dijamin tembus silahkan sms mastertogel
spam,"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",pelanggan yth selamat mendpt hadiah dr pengundian pt indofood popmie pin fhx uinfo klikwwwpopmieindofoodwebscom
ham,ouhhh gitu yaudah ntar besok aku chat lagi kalo aku mo ngampus,ouhhh gitu yaudah ntar besok chat kalo mo ngampus
ham,Taqoballahu Minna waminkum. #SelamatMenyambutKemenangan,taqoballahu minna waminkum selamatmenyambutkemenangan
spam,"PROMO LEBARAN.Paket Service Motor+Olie HANYA 35rb(harga biasa Rp42rb)ada di Genuine Oil+GOP SHOP,Info 088980007432berlaku 15jui-15aug2013.www.genuineoil.co.id",promo lebaranpaket service motorolie rbharga rprbada genuine oilgop shopinfo berlaku juiaugwwwgenuineoilcoid
spam,"Mau internetan kuota BESAR dan harga MURAH? Buruan cek di *345#, penawaran ini khusus nomor kamu & cuma berlaku sebelum 16 Juli 2016",internetan kuota harga murah buruan cek penawaran khusus nomor berlaku juli
spam,PESAN RESMI PT.3Care Indonesia Berkat isi Ulang No. Anda Resmi meraih hadiah ke-1 Dengan kode PIN Anda {8JF2177} U/Info Hadiahlik: www.berkat-isiulang3care.blogspot.com,pesan resmi ptcare indonesia berkat isi ulang no resmi meraih hadiah kode pin jf uinfo hadiahlik wwwberkatisiulangcareblogspotcom
spam,Pakai XL tdk perlu repot setting bisa langsung internetan. Yuk aktifkan paket Internet di My.XL.co.id sekarang.,pakai xl tdk repot setting langsung internetan yuk aktifkan paket internet myxlcoid
spam,Sayang sekali kamu kalah cepat. Tapi jangan khawatir! Ayo coba lagi di sesi berikutnya! * Pastikan kamu membaca pesan dari LINE Indonesia untuk mendapatkan info mengenai waktu dan hadiah pada event sesi berikutnya,sayang kalah cepat khawatir ayo coba sesi pastikan membaca pesan line indonesia info hadiah event sesi
ham,Iya aku inget jam dinding di rumah awet katanya hadiah pernikahan ❤,iya inget jam dinding rumah awet hadiah pernikahan ❤
ham,"Jadinya mau apa sok, sebagian dari uang kas? Kira2 berapa?",sok uang kas
ham,Beli es kelapa depan d besto teh,beli es kelapa d besto teh
ham,"Aku ingin pagi, tp masa berdua nama1 doang pake grab :( nunggu nama1 siang :(",pagi tp berdua nama doang pake grab nunggu nama siang
spam,Paket 1.5GB berhasil diaktifkan. Restart hape kamu utk dpt menikmati kuota internetan selama 90hari. Cek sisa kuota di *557*8#,paket gb berhasil diaktifkan restart hape utk dpt menikmati kuota internetan cek sisa kuota
spam,Nikmati EKSTRA PULSA 100% dgn isi ulang min. 50rb HANYA di aplikasi MyTelkomsel menggunakan T-Cash! Download di http://tsel.me/1 Promo s/d 11 Agst 2016,nikmati ekstra pulsa dgn isi ulang min rb aplikasi mytelkomsel tcash download httptselme promo sd agst
ham,Gaada buat yg bukan temen mah,gaada yg temen mah
ham,Usul: Anak sospol dan yg berminat turun deh. Pelajari ttg ini,usul anak sospol yg berminat turun deh pelajari ttg
ham,Tp klo jd mmber mh bsa lbh murah dil,tp klo jd mmber mh bsa lbh murah dil
ham,"Selamat pagi pak, untuk data table yg dibutuhkan sudah saya email. Apakah email saya msk Pak?",selamat pagi data table yg dibutuhkan email email msk
ham,"Pusatnya disitu dy di bandung pasir koja, cmn bangunan lg dibangun, jd td aku di interview di toko nya, toko bangunan ",pusatnya disitu dy bandung pasir koja cmn bangunan lg dibangun jd td interview toko nya toko bangunan
ham,"Patah hatinya level tinggi, jd bisa quotes begitu put",patah hatinya level jd quotes put
spam,"Saya ARUM K PRASODJO operator TRI JKT PST bekerja sama dengan PT.POS PERSERO membuat surat pemberitahuan untuk anda tapi alamat registrasi kartu TRI anda tidak di temukan jadi kami kirim lewat sms info ini.SELAMAT!,Nomor anda menang undian TRI yang di siarkan di MNCtv tgl 11-agustus 2015 sebagai pemenang ke2 dengan pin undian;333342M.Lengkapi prosedur hadiah anda sebelum jatuh tempo klik;http//www.gebyar-trichampions.jimdo.com.",arum k prasodjo operator tri jkt pst ptpos persero surat pemberitahuan alamat registrasi kartu tri temukan kirim sms info iniselamatnomor menang undian tri siarkan mnctv tgl agustus pemenang pin undianmlengkapi prosedur hadiah jatuh tempo klikhttpwwwgebyartrichampionsjimdocom
ham,Kalau gamepro uasnya materi atau praktek Pak?,gamepro uasnya materi praktek
spam,Sensasi seru main game yang belum pernah ada. Ayo bergabung dengan para heroes di Game HIT. Download Gratis di http://bit.ly/2c6jsXN,sensasi seru main game ayo bergabung heroes game hit download gratis httpbitlycjsxn
spam,"BONUS Rp. 5,000 untuk kamu! Cukup telpon teman kamu selama 2 menit hari ini untuk mendapatkan bonusnya, khusus hari ini saja!  A010",bonus rp telpon teman menit bonusnya khusus a
ham,Senin mah pelepasan doang kan? Aku brngktnya selasa apa egi senin berangktnya? ,senin mah pelepasan doang brngktnya selasa egi senin berangktnya
spam,Promo diperpanjang! Gratis MIFI(modem) 4G hanya untukmu. Tunjukan SMS ini di Galeri Smartfren & isi pulsa 100rb utk bawa pulang MIFI favoritmu. s/d23Nov. DL40K,promo diperpanjang gratis mifimodem g untukmu tunjukan sms galeri smartfren isi pulsa rb utk bawa pulang mifi favoritmu sdnov dlk
ham,Jam brp brpnya bsk kabarin kalau ngumpul sore ini bisa yaaaa ,jam brp brpnya bsk kabarin ngumpul sore yaaaa
ham,Geng hari ini mau jam brpa ? Respon yah...,geng jam brpa respon yah
spam,"Selamat! Anda berhak membeli PAKET PAS untuk Nelpon, SMS, Internetan, Video, dan NSP. Pilih paketnya MULAI Rp500 di *100*999#, hanya berlaku HARI INI! Info: 188",selamat berhak membeli paket pas nelpon sms internetan video nsp pilih paketnya rp berlaku info
ham,Bali mah kudu berapa atuh duitnya,bali mah kudu atuh duitnya
ham,"Selain dicetak, rundown jg dkrm ke email di nama1 nuhun. Dtgu d prodi sampai 4.30. Dipercepat 30 menit.",dicetak rundown jg dkrm email nama nuhun dtgu d prodi dipercepat menit
spam,Pelanggan YTH. SIMCARD Anda sbg Pemenang Mendptkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infogebyarhadiah3care.blogspot.co.id,pelanggan yth simcard sbg pemenang mendptkan hadiah mobil toyota all new yaris pinjf gebyar undian care info lenkap klik wwwinfogebyarhadiahcareblogspotcoid
ham,"Btw magicomnya yg sedang Gais, gaada yg gede",btw magicomnya yg gais gaada yg gede
spam,5 HARI LAGI ! EKSTRA Pulsa 50rb dg beli paket internet bulanan di MyTelkomsel utk pembelian pertama sjk 25Aug-25Sept. Cek detail promo di tsel.me/mytsel1,ekstra pulsa rb dg beli paket internet bulanan mytelkomsel utk pembelian sjk augsept cek detail promo tselmemytsel
spam,Nikmati Discount 20% di Bakmi GM setiap hari hny dgn TCASH TAP! S&K berlaku. Info tsel.me/tappromo,nikmati discount bakmi gm hny dgn tcash tap sk berlaku info tselmetappromo
ham,Oke kalau untuk dp harus berapa%?,oke dp
ham,"Ibunya lagi bobok, aku mau nanya ttg daging, kalo ada daging mau di presto dulu juga",ibunya bobok nanya ttg daging kalo daging presto
spam,PESAN RESMI dari M-KIOS PESTA ISI ULANG KRT anda terpilih men-dptkan HADIAH ke-4 cek 100jt PIN:M7H7R47 hub:custumer klik: www.snmkios-ed16.blogspot.com,pesan resmi mkios pesta isi ulang krt terpilih mendptkan hadiah cek jt pinmhr hubcustumer klik wwwsnmkiosedblogspotcom
ham,Harganya kisaran 50rb nama1 😂,harganya kisaran rb nama 😂
spam,Selamat KPD pemilik NO simCARD 085643XXXXXX mendapatkan . UANG TUNAI Rp 49jt dari PT.INDOSAT pin:RWD2749 www.indosat-poin-2013.jimdo.com atau HUB 085693577707 !spam!,selamat kpd pemilik no simcard xxxxxx uang tunai rp jt ptindosat pinrwd wwwindosatpoinjimdocom hub spam
ham,"Sama ini, misal ini web di pake dan dapet komisi tuh, nah kita kecipratan ga? Nanya aja, hehe. Da gapapa meren nanya gitu. Engga kecipratan juga hapapa, tapi seengganya di web nya ada.",web pake dapet komisi tuh kecipratan ga nanya aja hehe da gapapa meren nanya gitu engga kecipratan hapapa seengganya web nya
spam,SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL,selamat trpilih lngsung mndptkan hadiah dr pttelkomsel rpjtuinfo hubungi pusat drshmulyadi pelaksanatelkomsel
spam,"Selamat Paket Flash 10 MB (1 hari) Rp.2500 telah diaktifkan, berlaku s/d tgl 07/08/2016 pk. 23:59 WIB. Paket langsung diperpanjang pada akhir masa aktif paket dengan tarif sesuai lokasi Anda. Cek status/berhenti berlangganan melalui *363#. Info detail tarif lihat di Tsel.me/internet",selamat paket flash mb rp diaktifkan berlaku sd tgl pk wib paket langsung diperpanjang aktif paket tarif sesuai lokasi cek statusberhenti berlangganan info detail tarif lihat tselmeinternet
ham,"Tadi udah bertemu beliau pa. Kata beliau, pengujiannya bisanga besok pa.",udah bertemu beliau pa beliau pengujiannya bisanga besok pa
ham,kalo aku ngasihinnya habis ashar aja gpp ?,kalo ngasihinnya habis ashar aja gpp
spam,"Sebelum di bayar /di transfer harap hubungi dulu atasan saya,bpk ARDIANSAH no tlp;081563257257 soalnya ada perubahan pembayaran .",bayar transfer harap hubungi atasan sayabpk ardiansah no tlp perubahan pembayaran
